"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.204","0.181","0.228"," 41,000"," 31,000"," 50,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.249","0.223","0.276"," 48,000"," 39,000"," 56,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.326","0.296","0.357"," 61,000"," 47,000"," 75,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.314","0.288","0.340","105,000"," 88,000","122,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.219","0.193","0.246"," 43,000"," 33,000"," 54,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.257","0.230","0.284"," 49,000"," 40,000"," 58,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.322","0.291","0.355"," 62,000"," 50,000"," 74,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.318","0.292","0.345","108,000"," 94,000","123,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.232","0.207","0.259"," 46,000"," 37,000"," 54,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.255","0.225","0.288"," 46,000"," 37,000"," 54,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.311","0.280","0.344"," 64,000"," 53,000"," 75,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.306","0.279","0.335","105,000"," 92,000","117,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.252","0.223","0.282"," 51,000"," 41,000"," 60,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.275","0.244","0.308"," 49,000"," 41,000"," 58,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.304","0.279","0.330"," 64,000"," 54,000"," 73,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.321","0.292","0.351","114,000","101,000","126,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.248","0.217","0.281"," 50,000"," 41,000"," 59,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.268","0.240","0.297"," 49,000"," 42,000"," 56,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.304","0.274","0.335"," 62,000"," 53,000"," 71,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2017/18","2019/20","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.331","0.303","0.359","118,000","104,000","131,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2017/18","2019/20","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.254","0.220","0.291"," 54,000"," 43,000"," 64,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2017/18","2019/20","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.258","0.228","0.289"," 46,000"," 39,000"," 53,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2017/18","2019/20","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.321","0.290","0.353"," 66,000"," 56,000"," 76,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2018/19","2020/21","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.351","0.323","0.379","128,000","113,000","143,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2018/19","2020/21","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.239","0.207","0.273"," 51,000"," 42,000"," 61,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2018/19","2020/21","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.250","0.220","0.281"," 45,000"," 38,000"," 53,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2018/19","2020/21","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.328","0.291","0.366"," 65,000"," 53,000"," 77,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2019/20","2021/22","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.362","0.328","0.397","130,000","113,000","148,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2019/20","2021/22","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.249","0.217","0.284"," 52,000"," 44,000"," 61,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2019/20","2021/22","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.262","0.230","0.297"," 48,000"," 40,000"," 57,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2019/20","2021/22","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.358","0.309","0.408"," 75,000"," 59,000"," 91,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2020/21","2022/23","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.335","0.296","0.376","121,000","104,000","139,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2020/21","2022/23","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.244","0.210","0.280"," 50,000"," 41,000"," 58,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2020/21","2022/23","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.269","0.234","0.306"," 50,000"," 40,000"," 59,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2020/21","2022/23","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.374","0.324","0.426"," 80,000"," 64,000"," 96,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.303","0.267","0.341","109,000"," 92,000","125,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.253","0.213","0.295"," 51,000"," 41,000"," 61,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.279","0.244","0.316"," 53,000"," 43,000"," 63,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",FALSE,"0.357","0.310","0.407"," 78,000"," 63,000"," 93,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",FALSE,"0.095","0.027","0.223","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",FALSE,"0.270","0.233","0.309"," 30,000"," 19,000"," 41,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.118","0.074","0.176","  1,000","      0","  2,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.141","0.106","0.182","  3,000","  2,000","  5,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.265","0.139","0.426","  2,000","  1,000","  4,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.270","0.238","0.303"," 16,000","  9,000"," 23,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.127","0.079","0.189","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.269","0.214","0.329"," 11,000","  6,000"," 16,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.186","0.137","0.244","  6,000","  3,000","  9,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.353","0.319","0.389"," 79,000"," 60,000"," 98,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.153","0.097","0.225","  3,000","  1,000","  4,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.354","0.324","0.385"," 58,000"," 43,000"," 72,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",FALSE,"0.194","0.147","0.249"," 13,000","  7,000"," 19,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.149","0.106","0.201","  5,000","  3,000","  8,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.144","0.074","0.243","  1,000","      0","  2,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2012/13","2014/15","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.296","0.261","0.333"," 27,000"," 19,000"," 35,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",FALSE,"0.141","0.029","0.362","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",FALSE,"0.268","0.229","0.311"," 31,000"," 21,000"," 40,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.131","0.098","0.169","  1,000","  1,000","  2,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.185","0.146","0.230","  5,000","  3,000","  7,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.216","0.102","0.375","  2,000","      0","  3,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.252","0.217","0.290"," 15,000","  9,000"," 20,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.126","0.083","0.181","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.233","0.190","0.280"," 10,000","  6,000"," 14,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.247","0.189","0.312","  7,000","  4,000"," 10,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.336","0.306","0.367"," 74,000"," 57,000"," 90,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.187","0.113","0.282","  3,000","  1,000","  5,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.345","0.312","0.379"," 57,000"," 44,000"," 69,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",FALSE,"0.214","0.170","0.264"," 16,000"," 11,000"," 22,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.140","0.100","0.189","  5,000","  3,000","  7,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.154","0.044","0.348","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Private health insurance","kidprivate_insurance","2013/14","2015/16","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.333","0.289","0.380"," 31,000"," 24,000"," 38,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",FALSE,"0.070","0.004","0.275","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",FALSE,"0.264","0.229","0.303"," 34,000"," 25,000"," 43,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.132","0.093","0.180","  2,000","  1,000","  2,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.170","0.139","0.205","  5,000","  3,000","  8,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.211","0.103","0.359","  2,000","      0","  3,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.235","0.194","0.279"," 12,000","  7,000"," 17,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.117","0.066","0.188","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.175","0.131","0.227","  6,000","  3,000","  8,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.258","0.211","0.310","  7,000","  4,000"," 10,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.351","0.319","0.383"," 74,000"," 59,000"," 89,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.200","0.125","0.294","  4,000","  1,000","  6,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.338","0.304","0.373"," 59,000"," 47,000"," 70,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",FALSE,"0.256","0.210","0.307"," 21,000"," 14,000"," 28,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.141","0.099","0.193","  5,000","  3,000","  7,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.129","0.043","0.277","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Private health insurance","kidprivate_insurance","2014/15","2016/17","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.354","0.302","0.409"," 32,000"," 24,000"," 40,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",FALSE,"0.158","0.040","0.373","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",FALSE,"0.248","0.204","0.296"," 34,000"," 22,000"," 45,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.168","0.109","0.241","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.188","0.153","0.227","  6,000","  3,000"," 10,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.171","0.124","0.228","  2,000","  1,000","  2,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.203","0.160","0.252","  9,000","  5,000"," 14,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.136","0.076","0.218","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.184","0.146","0.228","  6,000","  3,000","  9,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.236","0.174","0.308","  7,000","  3,000"," 11,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.345","0.309","0.383"," 71,000"," 57,000"," 84,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.230","0.154","0.322","  4,000","  1,000","  6,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.326","0.300","0.353"," 57,000"," 47,000"," 68,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",FALSE,"0.308","0.264","0.354"," 28,000"," 18,000"," 38,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.182","0.124","0.253","  7,000","  3,000"," 10,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.127","0.039","0.282","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Private health insurance","kidprivate_insurance","2015/16","2017/18","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.386","0.337","0.437"," 33,000"," 24,000"," 42,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",FALSE,"0.097","0.022","0.251","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",FALSE,"0.242","0.204","0.282"," 33,000"," 22,000"," 43,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.134","0.076","0.213","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.175","0.128","0.229","  5,000","  3,000","  8,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.183","0.108","0.281","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.200","0.152","0.256"," 10,000","  6,000"," 14,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.136","0.074","0.221","  2,000","  1,000","  3,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.183","0.141","0.231","  6,000","  4,000","  9,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.243","0.171","0.328","  7,000","  3,000"," 10,000",NA,NA,NA,"None"
"Private health insurance","kidprivate_insurance","2016/17","2018/19","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.371","0.332","0.411"," 81,000"," 67,000"," 95,000",NA,NA,NA,"None"
