"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",FALSE,"0.083","0.049","0.130","  4,000","  2,000","  6,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",FALSE,"0.027","0.005","0.082","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",FALSE,"0.119","0.072","0.181","  4,000","  2,000","  6,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",FALSE,"0.102","0.049","0.182","  2,000","  1,000","  4,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",FALSE,"0.054","0.039","0.073"," 11,000","  7,000"," 14,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.064","0.030","0.119","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",FALSE,"0.084","0.054","0.123"," 15,000","  9,000"," 20,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",FALSE,"0.035","0.016","0.066","  3,000","  1,000","  5,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",FALSE,"0.058","0.022","0.120","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.083","0.008","0.289","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",FALSE,"0.057","0.033","0.092","  5,000","  2,000","  7,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Northland","All","All","All","All","All","All","All","All","All",FALSE,"0.070","0.033","0.126","  2,000","  1,000","  4,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Waitematā","All","All","All","All","All","All","All","All","All",FALSE,"0.052","0.032","0.081","  6,000","  3,000","  9,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Auckland","All","All","All","All","All","All","All","All","All",FALSE,"0.046","0.021","0.088","  3,000","  1,000","  5,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Counties Manukau","All","All","All","All","All","All","All","All","All",FALSE,"0.072","0.046","0.106","  7,000","  3,000"," 10,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Waikato","All","All","All","All","All","All","All","All","All",FALSE,"0.035","0.016","0.066","  3,000","  1,000","  5,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Lakes","All","All","All","All","All","All","All","All","All",FALSE,"0.068","0.031","0.127","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Bay of Plenty","All","All","All","All","All","All","All","All","All",FALSE,"0.082","0.048","0.129","  4,000","  2,000","  6,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Tairāwhiti","All","All","All","All","All","All","All","All","All",FALSE,"0.089","0.032","0.189","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Taranaki","All","All","All","All","All","All","All","All","All",FALSE,"0.102","0.049","0.182","  2,000","  1,000","  4,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Hawke's Bay","All","All","All","All","All","All","All","All","All",FALSE,"0.058","0.022","0.120","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Whanganui","All","All","All","All","All","All","All","All","All",FALSE,"0.027","0.005","0.082","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","MidCentral","All","All","All","All","All","All","All","All","All",FALSE,"0.118","0.072","0.181","  4,000","  2,000","  6,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Hutt Valley","All","All","All","All","All","All","All","All","All",FALSE,"0.056","0.030","0.095","  1,000","  1,000","  2,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Capital and Coast","All","All","All","All","All","All","All","All","All",FALSE,"0.058","0.026","0.107","  3,000","  1,000","  6,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Wairarapa","All","All","All","All","All","All","All","All","All",FALSE,"0.065","0.013","0.180","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Nelson Marlborough","All","All","All","All","All","All","All","All","All",FALSE,"0.069","0.026","0.144","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","West Coast","All","All","All","All","All","All","All","All","All",FALSE,"0.086","0.025","0.204","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Canterbury","All","All","All","All","All","All","All","All","All",FALSE,"0.091","0.048","0.154","  9,000","  4,000"," 14,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","South Canterbury","All","All","All","All","All","All","All","All","All",FALSE,"0.020","0.001","0.099","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Southern","All","All","All","All","All","All","All","All","All",FALSE,"0.081","0.040","0.143","  5,000","  2,000","  8,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","All","All","All","All","All","All",FALSE,"0.057","0.042","0.075"," 15,000"," 11,000"," 19,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All",FALSE,"0.078","0.050","0.113","  5,000","  3,000","  7,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All",FALSE,"0.085","0.045","0.143","  9,000","  4,000"," 14,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All",FALSE,"0.089","0.032","0.189","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All",FALSE,"0.058","0.022","0.120","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All",FALSE,"0.097","0.058","0.149","  4,000","  2,000","  7,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All",FALSE,"0.028","0.002","0.112","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Nelson Region","All","All","All","All","All","All","All","All",FALSE,"0.140","0.057","0.272","  1,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Northland Region","All","All","All","All","All","All","All","All",FALSE,"0.070","0.033","0.126","  2,000","  1,000","  4,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Otago Region","All","All","All","All","All","All","All","All",FALSE,"0.089","0.034","0.182","  3,000","  1,000","  6,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Southland Region","All","All","All","All","All","All","All","All",FALSE,"0.070","0.016","0.188","  2,000","      0","  4,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All",FALSE,"0.102","0.049","0.182","  2,000","  1,000","  4,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Tasman Region","All","All","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Waikato Region","All","All","All","All","All","All","All","All",FALSE,"0.041","0.022","0.068","  3,000","  2,000","  5,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","Wellington Region","All","All","All","All","All","All","All","All",FALSE,"0.057","0.034","0.089","  5,000","  3,000","  8,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","West Coast Region","All","All","All","All","All","All","All","All",FALSE,"0.086","0.025","0.204","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","Rural","All","All","All","All","All","All","All",FALSE,"0.044","0.027","0.066","  6,000","  4,000","  9,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","U1","All","All","All","All","All","All","All",FALSE,"0.067","0.055","0.080"," 35,000"," 28,000"," 42,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","U2","All","All","All","All","All","All","All",FALSE,"0.087","0.068","0.109"," 15,000"," 12,000"," 19,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.064","0.051","0.079"," 28,000"," 22,000"," 34,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.071","0.057","0.086"," 29,000"," 23,000"," 34,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","0-4","All","All","All","All","All",FALSE,"0.032","0.018","0.052","  6,000","  3,000","  9,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","5-9","All","All","All","All","All",FALSE,"0.076","0.061","0.093"," 25,000"," 20,000"," 30,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","10-14","All","All","All","All","All",FALSE,"0.077","0.063","0.093"," 26,000"," 21,000"," 31,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","Māori","All","All","All","All",FALSE,"0.092","0.074","0.114"," 22,000"," 17,000"," 26,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","Pacific","All","All","All",FALSE,"0.054","0.036","0.078","  6,000","  4,000","  8,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","Asian","All","All",FALSE,"0.036","0.021","0.057","  6,000","  3,000","  8,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","European/Other","All",FALSE,"0.077","0.064","0.090"," 44,000"," 37,000"," 52,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 1",FALSE,"0.060","0.037","0.093"," 11,000","  6,000"," 15,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 2",FALSE,"0.068","0.045","0.096"," 11,000","  7,000"," 15,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 3",FALSE,"0.060","0.042","0.084","  9,000","  6,000"," 12,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 4",FALSE,"0.074","0.052","0.102"," 12,000","  8,000"," 15,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 5",FALSE,"0.073","0.056","0.092"," 14,000"," 11,000"," 18,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.059","0.042","0.080","  9,000","  6,000"," 12,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.060","0.038","0.088","  9,000","  5,000"," 12,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.062","0.041","0.089","  6,000","  4,000","  8,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.065","0.043","0.093","  6,000","  4,000","  8,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.069","0.043","0.103","  6,000","  4,000","  9,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.067","0.043","0.099","  5,000","  3,000","  7,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.069","0.031","0.129","  7,000","  2,000"," 12,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.098","0.062","0.144","  9,000","  5,000"," 13,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Area with IMPB yet to be established","All","All","All","Male","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Area with IMPB yet to be established","All","All","All","Female","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.076","0.046","0.118","  4,000","  2,000","  6,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.062","0.021","0.135","  3,000","      0","  6,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tairāwhiti Toitū Te Ora","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.028","0.005","0.084","      0","      0","      0",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tairāwhiti Toitū Te Ora","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.161","0.042","0.376","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.067","0.025","0.141","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.072","0.014","0.204","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Karu o te Ika Poari Hauora","All","All","All","Male","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Karu o te Ika Poari Hauora","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.107","0.015","0.325","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Moana a Toi","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.068","0.027","0.135","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Moana a Toi","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.100","0.052","0.170","  2,000","  1,000","  4,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Mātuku","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.039","0.008","0.111","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Mātuku","All","All","All","Female","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.119","0.055","0.214","  2,000","  1,000","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.119","0.056","0.212","  2,000","  1,000","  4,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Punanga Ora","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.097","0.049","0.168","  1,000","      0","  2,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Punanga Ora","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.108","0.024","0.276","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.051","0.032","0.076","  5,000","  3,000","  7,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.058","0.036","0.088","  6,000","  3,000","  8,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Taura Ora o Waiariki","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.083","0.036","0.157","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Taura Ora o Waiariki","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.048","0.007","0.149","      0","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Tauraki","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.069","0.028","0.139","  6,000","  2,000"," 11,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Tauraki","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.101","0.062","0.152","  8,000","  5,000"," 12,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Tiratū","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.041","0.012","0.098","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Tiratū","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.030","0.010","0.066","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tihei Tākitimu","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.060","0.017","0.145","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tihei Tākitimu","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.055","0.012","0.150","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tūwharetoa","All","All","All","Male","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tūwharetoa","All","All","All","Female","All","All","All","All","All","All",FALSE,".S",".S",".S",".S",".S",".S",NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Ātiawa Toa","All","All","All","Male","All","All","All","All","All","All",FALSE,"0.065","0.031","0.119","  3,000","  1,000","  5,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Ātiawa Toa","All","All","All","Female","All","All","All","All","All","All",FALSE,"0.047","0.019","0.094","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Northland","All","All","Male","All","All","All","All","All","All",FALSE,"0.073","0.028","0.148","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Northland","All","All","Female","All","All","All","All","All","All",FALSE,"0.067","0.018","0.167","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Waitematā","All","All","Male","All","All","All","All","All","All",FALSE,"0.060","0.031","0.102","  4,000","  2,000","  6,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Waitematā","All","All","Female","All","All","All","All","All","All",FALSE,"0.044","0.021","0.082","  2,000","  1,000","  4,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Auckland","All","All","Male","All","All","All","All","All","All",FALSE,"0.017","0.004","0.048","  1,000","      0","  1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Auckland","All","All","Female","All","All","All","All","All","All",FALSE,"0.074","0.029","0.150","  2,000","      0","  4,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Counties Manukau","All","All","Male","All","All","All","All","All","All",FALSE,"0.079","0.047","0.122","  4,000","  2,000","  6,000",NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Counties Manukau","All","All","Female","All","All","All","All","All","All",FALSE,"0.064","0.022","0.140","  3,000","      0","  6,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Waikato","All","All","Male","All","All","All","All","All","All",FALSE,"0.041","0.012","0.098","  2,000","      0","  3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Waikato","All","All","Female","All","All","All","All","All","All",FALSE,"0.030","0.010","0.066","  1,000","      0","  2,000",NA,NA,NA,"Low Quality Flag"
