"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","disability","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Emergency department use","edvisit","2014/15","2016/17","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.126","0.117"," 0.135",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.164","0.152"," 0.177",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.156","0.145"," 0.167",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.151","0.139"," 0.163",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.124","0.116"," 0.133",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.161","0.150"," 0.173",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.156","0.146"," 0.166",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.154","0.141"," 0.167",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2016/17","2018/19","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.122","0.115"," 0.130",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2016/17","2018/19","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.163","0.151"," 0.175",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2016/17","2018/19","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.163","0.152"," 0.174",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2016/17","2018/19","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.150","0.136"," 0.166",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2017/18","2019/20","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.125","0.117"," 0.133",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2017/18","2019/20","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.170","0.158"," 0.183",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2017/18","2019/20","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.162","0.151"," 0.173",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2017/18","2019/20","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.150","0.136"," 0.166",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2018/19","2020/21","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.122","0.113"," 0.131",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2018/19","2020/21","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.164","0.153"," 0.176",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2018/19","2020/21","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.164","0.152"," 0.177",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2018/19","2020/21","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.147","0.133"," 0.161",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2019/20","2021/22","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.123","0.112"," 0.135",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2019/20","2021/22","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.176","0.162"," 0.191",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2019/20","2021/22","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.173","0.159"," 0.187",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2019/20","2021/22","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.155","0.137"," 0.174",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2020/21","2022/23","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.135","0.122"," 0.149",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2020/21","2022/23","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.170","0.155"," 0.187",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2020/21","2022/23","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.189","0.173"," 0.205",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2020/21","2022/23","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.171","0.151"," 0.193",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.152","0.138"," 0.167",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.177","0.159"," 0.197",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.196","0.177"," 0.216",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.186","0.165"," 0.208",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Auckland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.107","0.099"," 0.117",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All","All",TRUE,"0.149","0.131"," 0.168",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All","All",TRUE,"0.106","0.091"," 0.123",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All","All",TRUE,"0.184","0.148"," 0.225",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All","All",TRUE,"0.179","0.157"," 0.203",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All","All",TRUE,"0.172","0.149"," 0.197",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All","All",TRUE,"0.199","0.156"," 0.249",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Nelson Region","All","All","All","All","All","All","All","All","All",TRUE,"0.200","0.151"," 0.257",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Northland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.162","0.135"," 0.192",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Otago Region","All","All","All","All","All","All","All","All","All",TRUE,"0.162","0.136"," 0.192",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Southland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.191","0.153"," 0.234",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All","All",TRUE,"0.172","0.145"," 0.201",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Tasman Region","All","All","All","All","All","All","All","All","All",TRUE,"0.202","0.129"," 0.293",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Waikato Region","All","All","All","All","All","All","All","All","All",TRUE,"0.138","0.121"," 0.158",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","Wellington Region","All","All","All","All","All","All","All","All","All",TRUE,"0.160","0.143"," 0.178",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2011/12","2013/14","All","All","All","West Coast Region","All","All","All","All","All","All","All","All","All",TRUE,"0.155","0.123"," 0.192",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Auckland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.111","0.103"," 0.120",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All","All",TRUE,"0.167","0.144"," 0.192",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All","All",TRUE,"0.124","0.112"," 0.137",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All","All",TRUE,"0.218","0.173"," 0.268",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All","All",TRUE,"0.177","0.155"," 0.202",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All","All",TRUE,"0.166","0.148"," 0.186",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All","All",TRUE,"0.212","0.165"," 0.265",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Nelson Region","All","All","All","All","All","All","All","All","All",TRUE,"0.195","0.149"," 0.248",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Northland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.154","0.126"," 0.186",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Otago Region","All","All","All","All","All","All","All","All","All",TRUE,"0.151","0.123"," 0.183",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Southland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.196","0.160"," 0.236",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All","All",TRUE,"0.178","0.155"," 0.203",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Tasman Region","All","All","All","All","All","All","All","All","All",TRUE,"0.198","0.137"," 0.272",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Waikato Region","All","All","All","All","All","All","All","All","All",TRUE,"0.138","0.121"," 0.156",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","Wellington Region","All","All","All","All","All","All","All","All","All",TRUE,"0.153","0.136"," 0.173",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2012/13","2014/15","All","All","All","West Coast Region","All","All","All","All","All","All","All","All","All",TRUE,"0.187","0.128"," 0.259",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Auckland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.116","0.108"," 0.125",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All","All",TRUE,"0.173","0.149"," 0.199",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All","All",TRUE,"0.117","0.102"," 0.132",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All","All",TRUE,"0.234","0.203"," 0.267",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All","All",TRUE,"0.175","0.153"," 0.198",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All","All",TRUE,"0.172","0.154"," 0.191",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All","All",TRUE,"0.209","0.170"," 0.252",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Nelson Region","All","All","All","All","All","All","All","All","All",TRUE,"0.225","0.177"," 0.278",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Northland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.168","0.145"," 0.192",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Otago Region","All","All","All","All","All","All","All","All","All",TRUE,"0.159","0.134"," 0.185",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Southland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.249","0.196"," 0.308",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All","All",TRUE,"0.179","0.156"," 0.203",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Tasman Region","All","All","All","All","All","All","All","All","All",TRUE,"0.164","0.105"," 0.239",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Waikato Region","All","All","All","All","All","All","All","All","All",TRUE,"0.133","0.117"," 0.149",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","Wellington Region","All","All","All","All","All","All","All","All","All",TRUE,"0.146","0.131"," 0.163",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2013/14","2015/16","All","All","All","West Coast Region","All","All","All","All","All","All","All","All","All",TRUE,"0.231","0.163"," 0.312",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Auckland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.122","0.113"," 0.133",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All","All",TRUE,"0.176","0.151"," 0.203",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All","All",TRUE,"0.119","0.105"," 0.133",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All","All",TRUE,"0.221","0.196"," 0.249",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All","All",TRUE,"0.169","0.149"," 0.192",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All","All",TRUE,"0.176","0.156"," 0.196",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All","All",TRUE,"0.219","0.176"," 0.267",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Nelson Region","All","All","All","All","All","All","All","All","All",TRUE,"0.209","0.172"," 0.251",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Northland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.173","0.150"," 0.197",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Otago Region","All","All","All","All","All","All","All","All","All",TRUE,"0.157","0.137"," 0.179",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Southland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.250","0.204"," 0.301",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All","All",TRUE,"0.165","0.143"," 0.188",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Tasman Region","All","All","All","All","All","All","All","All","All",TRUE,"0.159","0.114"," 0.214",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Waikato Region","All","All","All","All","All","All","All","All","All",TRUE,"0.137","0.118"," 0.158",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","Wellington Region","All","All","All","All","All","All","All","All","All",TRUE,"0.147","0.132"," 0.163",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2014/15","2016/17","All","All","All","West Coast Region","All","All","All","All","All","All","All","All","All",TRUE,"0.244","0.166"," 0.338",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Auckland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.122","0.113"," 0.131",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All","All",TRUE,"0.168","0.143"," 0.195",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All","All",TRUE,"0.117","0.104"," 0.132",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All","All",TRUE,"0.216","0.190"," 0.244",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All","All",TRUE,"0.153","0.138"," 0.170",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All","All",TRUE,"0.181","0.160"," 0.203",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All","All",TRUE,"0.218","0.175"," 0.265",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Nelson Region","All","All","All","All","All","All","All","All","All",TRUE,"0.213","0.178"," 0.251",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Northland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.162","0.132"," 0.196",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Otago Region","All","All","All","All","All","All","All","All","All",TRUE,"0.158","0.134"," 0.184",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Southland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.274","0.226"," 0.327",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All","All",TRUE,"0.166","0.143"," 0.191",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Tasman Region","All","All","All","All","All","All","All","All","All",TRUE,"0.157","0.122"," 0.196",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Waikato Region","All","All","All","All","All","All","All","All","All",TRUE,"0.141","0.125"," 0.159",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","Wellington Region","All","All","All","All","All","All","All","All","All",TRUE,"0.151","0.135"," 0.167",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2015/16","2017/18","All","All","All","West Coast Region","All","All","All","All","All","All","All","All","All",TRUE,"0.250","0.198"," 0.308",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2016/17","2018/19","All","All","All","Auckland Region","All","All","All","All","All","All","All","All","All",TRUE,"0.119","0.112"," 0.127",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2016/17","2018/19","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All","All",TRUE,"0.165","0.143"," 0.190",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2016/17","2018/19","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All","All",TRUE,"0.119","0.104"," 0.137",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2016/17","2018/19","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All","All",TRUE,"0.228","0.194"," 0.265",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","edvisit","2016/17","2018/19","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All","All",TRUE,"0.165","0.146"," 0.186",NA,NA,NA,NA,NA,NA,"None"
