"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","disability","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","25-34","All","All","All","All","All","All",TRUE,"0.142","0.127"," 0.158",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","35-44","All","All","All","All","All","All",TRUE,"0.107","0.094"," 0.122",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","45-54","All","All","All","All","All","All",TRUE,"0.076","0.065"," 0.089",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","55-64","All","All","All","All","All","All",TRUE,"0.054","0.046"," 0.063",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","65-74","All","All","All","All","All","All",TRUE,"0.029","0.022"," 0.037",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","75+","All","All","All","All","All","All",TRUE,"0.020","0.014"," 0.028",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","Māori","All","All","All","All","All",TRUE,"0.124","0.108"," 0.141",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","Pacific","All","All","All","All",TRUE,"0.092","0.073"," 0.113",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","Asian","All","All","All",TRUE,"0.059","0.046"," 0.075",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","European/Other","All","All",TRUE,"0.120","0.110"," 0.129",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 1","All",TRUE,"0.098","0.079"," 0.121",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 2","All",TRUE,"0.102","0.086"," 0.119",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 3","All",TRUE,"0.105","0.087"," 0.125",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 4","All",TRUE,"0.112","0.097"," 0.129",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 5","All",TRUE,"0.104","0.088"," 0.122",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","All","Non-disabled",TRUE,"0.089","0.083"," 0.097",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","All","Disabled",TRUE,"0.298","0.254"," 0.346",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","Male","All","All","All","All","All","All","All",TRUE,"0.059","0.047"," 0.073",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","Female","All","All","All","All","All","All","All",TRUE,"0.102","0.086"," 0.119",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","Male","All","All","All","All","All","All","All",TRUE,"0.081","0.060"," 0.106",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","Female","All","All","All","All","All","All","All",TRUE,"0.101","0.082"," 0.123",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","Male","All","All","All","All","All","All","All",TRUE,"0.102","0.079"," 0.129",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","Female","All","All","All","All","All","All","All",TRUE,"0.167","0.143"," 0.193",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","Male","All","All","All","All","All","All","All",TRUE,"0.092","0.074"," 0.112",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","Female","All","All","All","All","All","All","All",TRUE,"0.142","0.112"," 0.176",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.059","0.047"," 0.074",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.100","0.084"," 0.119",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.094","0.054"," 0.149",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.095","0.067"," 0.130",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Canterbury Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.094","0.073"," 0.119",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Canterbury Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.168","0.123"," 0.222",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Gisborne Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.105","0.033"," 0.232",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Gisborne Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.068","0.037"," 0.113",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Hawke's Bay Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.069","0.026"," 0.141",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Hawke's Bay Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.124","0.080"," 0.181",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Manawatū-Wanganui Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.066","0.045"," 0.094",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Manawatū-Wanganui Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.162","0.112"," 0.224",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Marlborough Region","All","Male","All","All","All","All","All","All","All",TRUE,".S",".S",".S",NA,NA,NA,NA,NA,NA,"Suppress"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Marlborough Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.169","0.050"," 0.370",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Nelson Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.103","0.027"," 0.251",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Nelson Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.126","0.051"," 0.246",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Northland Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.056","0.029"," 0.098",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Northland Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.140","0.070"," 0.242",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Otago Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.081","0.041"," 0.141",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Otago Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.120","0.067"," 0.193",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Southland Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.054","0.010"," 0.158",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Southland Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.071","0.015"," 0.194",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Taranaki Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.093","0.043"," 0.171",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Taranaki Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.116","0.070"," 0.178",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Tasman Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.143","0.018"," 0.430",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Tasman Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.237","0.112"," 0.408",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Waikato Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.069","0.043"," 0.106",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Waikato Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.103","0.074"," 0.138",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Wellington Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.121","0.092"," 0.156",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Wellington Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.181","0.148"," 0.218",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","West Coast Region","All","Male","All","All","All","All","All","All","All",TRUE,"0.052","0.005"," 0.186",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","West Coast Region","All","Female","All","All","All","All","All","All","All",TRUE,"0.181","0.028"," 0.491",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","15-24","All","All","All","All","All","All",TRUE,"0.082","0.056"," 0.116",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","25-34","All","All","All","All","All","All",TRUE,"0.116","0.096"," 0.138",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","35-44","All","All","All","All","All","All",TRUE,"0.107","0.084"," 0.133",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","45-54","All","All","All","All","All","All",TRUE,"0.067","0.047"," 0.092",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","55-64","All","All","All","All","All","All",TRUE,"0.045","0.032"," 0.062",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","65-74","All","All","All","All","All","All",TRUE,"0.032","0.018"," 0.052",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","75+","All","All","All","All","All","All",TRUE,"0.023","0.012"," 0.039",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","15-24","All","All","All","All","All","All",TRUE,"0.126","0.090"," 0.170",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","25-34","All","All","All","All","All","All",TRUE,"0.116","0.089"," 0.149",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","35-44","All","All","All","All","All","All",TRUE,"0.095","0.066"," 0.131",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","45-54","All","All","All","All","All","All",TRUE,"0.093","0.063"," 0.132",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","55-64","All","All","All","All","All","All",TRUE,"0.043","0.028"," 0.063",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","65-74","All","All","All","All","All","All",TRUE,"0.014","0.007"," 0.027",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","75+","All","All","All","All","All","All",TRUE,"0.017","0.009"," 0.029",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","15-24","All","All","All","All","All","All",TRUE,"0.219","0.165"," 0.282",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","25-34","All","All","All","All","All","All",TRUE,"0.189","0.151"," 0.233",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","35-44","All","All","All","All","All","All",TRUE,"0.113","0.092"," 0.138",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","45-54","All","All","All","All","All","All",TRUE,"0.087","0.067"," 0.111",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","55-64","All","All","All","All","All","All",TRUE,"0.073","0.054"," 0.096",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","65-74","All","All","All","All","All","All",TRUE,"0.039","0.023"," 0.061",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","75+","All","All","All","All","All","All",TRUE,"0.034","0.016"," 0.063",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","15-24","All","All","All","All","All","All",TRUE,"0.194","0.145"," 0.250",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","25-34","All","All","All","All","All","All",TRUE,"0.160","0.117"," 0.211",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","35-44","All","All","All","All","All","All",TRUE,"0.113","0.083"," 0.150",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","45-54","All","All","All","All","All","All",TRUE,"0.066","0.048"," 0.088",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","55-64","All","All","All","All","All","All",TRUE,"0.058","0.044"," 0.075",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","65-74","All","All","All","All","All","All",TRUE,"0.031","0.019"," 0.049",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","75+","All","All","All","All","All","All",TRUE,"0.013","0.004"," 0.028",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","15-24","All","All","All","All","All","All",TRUE,"0.080","0.052"," 0.116",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","25-34","All","All","All","All","All","All",TRUE,"0.114","0.093"," 0.137",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","35-44","All","All","All","All","All","All",TRUE,"0.106","0.082"," 0.135",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","45-54","All","All","All","All","All","All",TRUE,"0.069","0.047"," 0.098",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","55-64","All","All","All","All","All","All",TRUE,"0.047","0.032"," 0.066",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","65-74","All","All","All","All","All","All",TRUE,"0.030","0.016"," 0.052",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","75+","All","All","All","All","All","All",TRUE,"0.020","0.008"," 0.040",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","15-24","All","All","All","All","All","All",TRUE,"0.146","0.082"," 0.233",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","25-34","All","All","All","All","All","All",TRUE,"0.124","0.078"," 0.183",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","35-44","All","All","All","All","All","All",TRUE,"0.099","0.052"," 0.167",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","45-54","All","All","All","All","All","All",TRUE,"0.069","0.033"," 0.124",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","55-64","All","All","All","All","All","All",TRUE,"0.037","0.015"," 0.074",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","65-74","All","All","All","All","All","All",TRUE,"0.016","0.004"," 0.045",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","75+","All","All","All","All","All","All",TRUE,"0.023","0.009"," 0.048",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Canterbury Region","All","All","15-24","All","All","All","All","All","All",TRUE,"0.240","0.171"," 0.320",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Canterbury Region","All","All","25-34","All","All","All","All","All","All",TRUE,"0.169","0.109"," 0.246",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Canterbury Region","All","All","35-44","All","All","All","All","All","All",TRUE,"0.127","0.083"," 0.183",NA,NA,NA,NA,NA,NA,"None"
