"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","disability","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","Female","All","All","All","All","All","All","All",FALSE,"0.105","0.097"," 0.114","  225,000","  208,000","  242,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","15-24","All","All","All","All","All","All",FALSE,"0.145","0.124"," 0.167","   94,000","   80,000","  108,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","25-34","All","All","All","All","All","All",FALSE,"0.141","0.126"," 0.157","  107,000","   95,000","  118,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","35-44","All","All","All","All","All","All",FALSE,"0.107","0.094"," 0.122","   74,000","   65,000","   83,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","45-54","All","All","All","All","All","All",FALSE,"0.075","0.064"," 0.087","   49,000","   42,000","   56,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","55-64","All","All","All","All","All","All",FALSE,"0.054","0.046"," 0.062","   34,000","   29,000","   39,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","65-74","All","All","All","All","All","All",FALSE,"0.029","0.022"," 0.037","   14,000","   11,000","   18,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","75+","All","All","All","All","All","All",FALSE,"0.020","0.014"," 0.028","    7,000","    5,000","   10,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","Māori","All","All","All","All","All",FALSE,"0.125","0.110"," 0.142","   78,000","   68,000","   88,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","Pacific","All","All","All","All",FALSE,"0.098","0.075"," 0.125","   27,000","   20,000","   33,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","Asian","All","All","All",FALSE,"0.061","0.048"," 0.076","   39,000","   30,000","   48,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","European/Other","All","All",FALSE,"0.095","0.089"," 0.102","  301,000","  280,000","  322,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 1","All",FALSE,"0.072","0.060"," 0.084","   61,000","   52,000","   71,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 2","All",FALSE,"0.087","0.075"," 0.100","   75,000","   64,000","   86,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 3","All",FALSE,"0.095","0.080"," 0.113","   81,000","   68,000","   95,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 4","All",FALSE,"0.097","0.085"," 0.111","   83,000","   72,000","   95,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 5","All",FALSE,"0.098","0.084"," 0.113","   77,000","   66,000","   89,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","All","Non-disabled",FALSE,"0.080","0.074"," 0.086","  307,000","  285,000","  329,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","All","Disabled",FALSE,"0.192","0.164"," 0.224","   71,000","   59,000","   83,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","Male","All","All","All","All","All","All","All",FALSE,"0.057","0.046"," 0.070","   40,000","   32,000","   48,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","Female","All","All","All","All","All","All","All",FALSE,"0.093","0.080"," 0.108","   69,000","   59,000","   80,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","Male","All","All","All","All","All","All","All",FALSE,"0.069","0.052"," 0.089","   28,000","   21,000","   36,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","Female","All","All","All","All","All","All","All",FALSE,"0.082","0.067"," 0.099","   37,000","   29,000","   45,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","Male","All","All","All","All","All","All","All",FALSE,"0.090","0.069"," 0.116","   39,000","   28,000","   51,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","Female","All","All","All","All","All","All","All",FALSE,"0.141","0.121"," 0.164","   62,000","   50,000","   74,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","Male","All","All","All","All","All","All","All",FALSE,"0.074","0.060"," 0.091","   40,000","   31,000","   49,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","Female","All","All","All","All","All","All","All",FALSE,"0.113","0.091"," 0.137","   57,000","   43,000","   70,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.059","0.047"," 0.073","   37,000","   28,000","   45,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.094","0.079"," 0.110","   61,000","   50,000","   72,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.076","0.045"," 0.119","   11,000","    5,000","   17,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.079","0.056"," 0.106","   12,000","    7,000","   17,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Canterbury Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.078","0.060"," 0.099","   25,000","   16,000","   33,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Canterbury Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.128","0.095"," 0.168","   36,000","   23,000","   50,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Gisborne Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.059","0.018"," 0.136","    1,000","        0","    2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Gisborne Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.062","0.037"," 0.097","    2,000","    1,000","    3,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Hawke's Bay Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.057","0.026"," 0.104","    4,000","    1,000","    6,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Hawke's Bay Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.097","0.075"," 0.122","    7,000","    4,000","   10,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Manawatū-Wanganui Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.066","0.045"," 0.094","    7,000","    4,000","   10,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Manawatū-Wanganui Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.138","0.096"," 0.190","   16,000","    9,000","   22,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Marlborough Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.094","0.014"," 0.286","    1,000","        0","    3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Marlborough Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.102","0.040"," 0.204","    2,000","        0","    3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Nelson Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.089","0.028"," 0.202","    3,000","        0","    5,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Nelson Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.110","0.056"," 0.190","    3,000","    1,000","    5,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Northland Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.049","0.028"," 0.080","    3,000","    1,000","    5,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Northland Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.094","0.059"," 0.139","    8,000","    4,000","   12,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Otago Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.066","0.033"," 0.116","    6,000","    2,000","    9,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Otago Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.105","0.064"," 0.159","    9,000","    4,000","   14,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Southland Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.041","0.011"," 0.103","    2,000","        0","    5,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Southland Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.060","0.030"," 0.106","    3,000","    1,000","    6,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Taranaki Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.075","0.033"," 0.143","    4,000","    1,000","    7,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Taranaki Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.085","0.056"," 0.122","    6,000","    3,000","    9,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Tasman Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.106","0.046"," 0.200","    3,000","        0","    5,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Tasman Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.110","0.067"," 0.165","    3,000","    1,000","    4,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Waikato Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.060","0.038"," 0.088","   12,000","    6,000","   18,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Waikato Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.086","0.061"," 0.116","   18,000","   10,000","   25,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Wellington Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.107","0.076"," 0.145","   29,000","   17,000","   40,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Wellington Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.155","0.125"," 0.188","   39,000","   27,000","   51,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","West Coast Region","All","Male","All","All","All","All","All","All","All",FALSE,"0.056","0.022"," 0.114","    1,000","        0","    1,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","West Coast Region","All","Female","All","All","All","All","All","All","All",FALSE,"0.074","0.043"," 0.116","    1,000","        0","    2,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","15-24","All","All","All","All","All","All",FALSE,"0.083","0.056"," 0.117","   20,000","   13,000","   28,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","25-34","All","All","All","All","All","All",FALSE,"0.115","0.095"," 0.136","   33,000","   26,000","   39,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","35-44","All","All","All","All","All","All",FALSE,"0.107","0.084"," 0.133","   27,000","   20,000","   33,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","45-54","All","All","All","All","All","All",FALSE,"0.066","0.047"," 0.091","   15,000","   10,000","   19,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","55-64","All","All","All","All","All","All",FALSE,"0.045","0.032"," 0.062","    9,000","    6,000","   12,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","65-74","All","All","All","All","All","All",FALSE,"0.032","0.018"," 0.051","    4,000","    2,000","    6,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","75+","All","All","All","All","All","All",FALSE,"0.022","0.011"," 0.038","    2,000","    1,000","    4,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","15-24","All","All","All","All","All","All",FALSE,"0.126","0.090"," 0.169","   17,000","   12,000","   23,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","25-34","All","All","All","All","All","All",FALSE,"0.118","0.090"," 0.150","   16,000","   12,000","   20,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","35-44","All","All","All","All","All","All",FALSE,"0.094","0.065"," 0.129","   12,000","    7,000","   16,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","45-54","All","All","All","All","All","All",FALSE,"0.093","0.063"," 0.131","   12,000","    7,000","   16,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","55-64","All","All","All","All","All","All",FALSE,"0.044","0.029"," 0.063","    5,000","    3,000","    7,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","65-74","All","All","All","All","All","All",FALSE,"0.014","0.006"," 0.025","    1,000","    1,000","    2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","75+","All","All","All","All","All","All",FALSE,"0.016","0.009"," 0.028","    2,000","    1,000","    3,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","15-24","All","All","All","All","All","All",FALSE,"0.224","0.165"," 0.293","   31,000","   19,000","   43,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","25-34","All","All","All","All","All","All",FALSE,"0.188","0.149"," 0.231","   30,000","   22,000","   38,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","35-44","All","All","All","All","All","All",FALSE,"0.113","0.092"," 0.138","   17,000","   13,000","   21,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","45-54","All","All","All","All","All","All",FALSE,"0.084","0.064"," 0.107","   12,000","    9,000","   15,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","55-64","All","All","All","All","All","All",FALSE,"0.071","0.052"," 0.094","    9,000","    6,000","   12,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","65-74","All","All","All","All","All","All",FALSE,"0.040","0.024"," 0.062","    4,000","    2,000","    6,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","75+","All","All","All","All","All","All",FALSE,"0.032","0.016"," 0.058","    2,000","    1,000","    4,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","15-24","All","All","All","All","All","All",FALSE,"0.194","0.146"," 0.250","   26,000","   17,000","   35,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","25-34","All","All","All","All","All","All",FALSE,"0.160","0.117"," 0.212","   28,000","   18,000","   38,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","35-44","All","All","All","All","All","All",FALSE,"0.113","0.083"," 0.150","   18,000","   13,000","   23,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","45-54","All","All","All","All","All","All",FALSE,"0.066","0.048"," 0.089","   11,000","    7,000","   14,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","55-64","All","All","All","All","All","All",FALSE,"0.057","0.043"," 0.074","   10,000","    8,000","   13,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","65-74","All","All","All","All","All","All",FALSE,"0.031","0.019"," 0.049","    4,000","    2,000","    6,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","75+","All","All","All","All","All","All",FALSE,"0.012","0.004"," 0.027","    1,000","        0","    2,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","15-24","All","All","All","All","All","All",FALSE,"0.081","0.053"," 0.117","   19,000","   11,000","   26,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","25-34","All","All","All","All","All","All",FALSE,"0.113","0.093"," 0.136","   30,000","   23,000","   36,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","35-44","All","All","All","All","All","All",FALSE,"0.106","0.082"," 0.135","   24,000","   18,000","   31,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","45-54","All","All","All","All","All","All",FALSE,"0.069","0.047"," 0.097","   13,000","    9,000","   18,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","55-64","All","All","All","All","All","All",FALSE,"0.047","0.032"," 0.066","    8,000","    5,000","   11,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","65-74","All","All","All","All","All","All",FALSE,"0.031","0.016"," 0.052","    3,000","    2,000","    5,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Auckland Region","All","All","75+","All","All","All","All","All","All",FALSE,"0.019","0.007"," 0.039","    2,000","        0","    3,000",NA,NA,NA,"Low Quality Flag"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","15-24","All","All","All","All","All","All",FALSE,"0.146","0.081"," 0.233","    7,000","    3,000","   11,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","25-34","All","All","All","All","All","All",FALSE,"0.127","0.081"," 0.187","    6,000","    3,000","    9,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","35-44","All","All","All","All","All","All",FALSE,"0.097","0.052"," 0.161","    4,000","    2,000","    6,000",NA,NA,NA,"None"
"Mental health care","adult_unmet_need_mh_care","2021/22","2023/24","All","All","All","Bay of Plenty Region","All","All","45-54","All","All","All","All","All","All",FALSE,"0.068","0.032"," 0.124","    3,000","    1,000","    5,000",NA,NA,NA,"Low Quality Flag"
