"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","disability","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Private health insurance","private_insurance","2011/12","2013/14","All","All","All","Nelson Region","All","All","All","All","All","All","All","All","All",FALSE,"0.242","0.184"," 0.309","    8,000","    4,000","   13,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2011/12","2013/14","All","All","All","Northland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.249","0.209"," 0.292","   35,000","   17,000","   53,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2011/12","2013/14","All","All","All","Otago Region","All","All","All","All","All","All","All","All","All",FALSE,"0.333","0.301"," 0.365","   57,000","   34,000","   80,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2011/12","2013/14","All","All","All","Southland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.330","0.298"," 0.364","   28,000","   17,000","   40,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2011/12","2013/14","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All","All",FALSE,"0.276","0.243"," 0.311","   34,000","   17,000","   51,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2011/12","2013/14","All","All","All","Tasman Region","All","All","All","All","All","All","All","All","All",FALSE,"0.252","0.182"," 0.332","    8,000","    3,000","   13,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2011/12","2013/14","All","All","All","Waikato Region","All","All","All","All","All","All","All","All","All",FALSE,"0.310","0.284"," 0.336","   87,000","   56,000","  119,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2011/12","2013/14","All","All","All","Wellington Region","All","All","All","All","All","All","All","All","All",FALSE,"0.364","0.337"," 0.392","  137,000","   98,000","  175,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2011/12","2013/14","All","All","All","West Coast Region","All","All","All","All","All","All","All","All","All",FALSE,"0.244","0.187"," 0.309","    8,000","    4,000","   12,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Auckland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.405","0.384"," 0.427","  459,000","  383,000","  535,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All","All",FALSE,"0.291","0.271"," 0.312","   86,000","   56,000","  115,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All","All",FALSE,"0.378","0.349"," 0.408","  175,000","  121,000","  228,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All","All",FALSE,"0.146","0.116"," 0.180","    4,000","    2,000","    6,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All","All",FALSE,"0.221","0.181"," 0.265","   29,000","   17,000","   41,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All","All",FALSE,"0.264","0.239"," 0.290","   52,000","   33,000","   70,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All","All",FALSE,"0.233","0.192"," 0.279","    8,000","    4,000","   12,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Nelson Region","All","All","All","All","All","All","All","All","All",FALSE,"0.244","0.192"," 0.302","    8,000","    3,000","   13,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Northland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.240","0.207"," 0.275","   35,000","   19,000","   52,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Otago Region","All","All","All","All","All","All","All","All","All",FALSE,"0.355","0.321"," 0.391","   64,000","   39,000","   88,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Southland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.363","0.334"," 0.392","   33,000","   20,000","   46,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All","All",FALSE,"0.301","0.264"," 0.341","   36,000","   20,000","   52,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Tasman Region","All","All","All","All","All","All","All","All","All",FALSE,"0.239","0.185"," 0.299","    8,000","    3,000","   13,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Waikato Region","All","All","All","All","All","All","All","All","All",FALSE,"0.294","0.266"," 0.324","   78,000","   50,000","  106,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","Wellington Region","All","All","All","All","All","All","All","All","All",FALSE,"0.357","0.334"," 0.380","  146,000","  106,000","  185,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2012/13","2014/15","All","All","All","West Coast Region","All","All","All","All","All","All","All","All","All",FALSE,"0.231","0.176"," 0.295","    8,000","    4,000","   11,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Auckland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.396","0.377"," 0.416","  449,000","  392,000","  507,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All","All",FALSE,"0.283","0.260"," 0.307","   83,000","   59,000","  107,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All","All",FALSE,"0.384","0.360"," 0.408","  183,000","  149,000","  218,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All","All",FALSE,"0.151","0.110"," 0.200","    5,000","    3,000","    7,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All","All",FALSE,"0.232","0.190"," 0.277","   31,000","   21,000","   41,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All","All",FALSE,"0.257","0.230"," 0.285","   50,000","   36,000","   64,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All","All",FALSE,"0.257","0.219"," 0.297","    9,000","    5,000","   13,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Nelson Region","All","All","All","All","All","All","All","All","All",FALSE,"0.234","0.197"," 0.273","    7,000","    3,000","   11,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Northland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.227","0.202"," 0.254","   34,000","   20,000","   47,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Otago Region","All","All","All","All","All","All","All","All","All",FALSE,"0.343","0.305"," 0.384","   62,000","   44,000","   81,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Southland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.351","0.320"," 0.384","   31,000","   21,000","   42,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All","All",FALSE,"0.312","0.280"," 0.346","   34,000","   23,000","   46,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Tasman Region","All","All","All","All","All","All","All","All","All",FALSE,"0.272","0.189"," 0.368","   12,000","    5,000","   18,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Waikato Region","All","All","All","All","All","All","All","All","All",FALSE,"0.298","0.272"," 0.325","   92,000","   70,000","  114,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","Wellington Region","All","All","All","All","All","All","All","All","All",FALSE,"0.383","0.357"," 0.409","  162,000","  132,000","  193,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2013/14","2015/16","All","All","All","West Coast Region","All","All","All","All","All","All","All","All","All",FALSE,"0.281","0.217"," 0.352","    8,000","    4,000","   12,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Auckland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.405","0.385"," 0.424","  455,000","  406,000","  504,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All","All",FALSE,"0.295","0.266"," 0.325","   81,000","   59,000","  102,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All","All",FALSE,"0.386","0.361"," 0.410","  196,000","  164,000","  229,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All","All",FALSE,"0.183","0.142"," 0.231","    7,000","    4,000","   10,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All","All",FALSE,"0.246","0.204"," 0.293","   36,000","   23,000","   50,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All","All",FALSE,"0.229","0.201"," 0.259","   42,000","   31,000","   52,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All","All",FALSE,"0.260","0.219"," 0.304","   12,000","    7,000","   17,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Nelson Region","All","All","All","All","All","All","All","All","All",FALSE,"0.209","0.169"," 0.253","    8,000","    4,000","   12,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Northland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.204","0.185"," 0.224","   28,000","   18,000","   37,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Otago Region","All","All","All","All","All","All","All","All","All",FALSE,"0.330","0.286"," 0.375","   63,000","   45,000","   81,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Southland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.370","0.321"," 0.421","   35,000","   22,000","   48,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Taranaki Region","All","All","All","All","All","All","All","All","All",FALSE,"0.291","0.253"," 0.332","   30,000","   20,000","   40,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Tasman Region","All","All","All","All","All","All","All","All","All",FALSE,"0.256","0.184"," 0.340","   12,000","    5,000","   20,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Waikato Region","All","All","All","All","All","All","All","All","All",FALSE,"0.310","0.280"," 0.341","  112,000","   85,000","  138,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","Wellington Region","All","All","All","All","All","All","All","All","All",FALSE,"0.413","0.384"," 0.442","  181,000","  150,000","  213,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2014/15","2016/17","All","All","All","West Coast Region","All","All","All","All","All","All","All","All","All",FALSE,"0.259","0.201"," 0.325","    7,000","    3,000","   10,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Auckland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.407","0.386"," 0.428","  458,000","  412,000","  505,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Bay of Plenty Region","All","All","All","All","All","All","All","All","All",FALSE,"0.276","0.243"," 0.310","   71,000","   48,000","   93,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Canterbury Region","All","All","All","All","All","All","All","All","All",FALSE,"0.379","0.351"," 0.407","  198,000","  147,000","  249,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Gisborne Region","All","All","All","All","All","All","All","All","All",FALSE,"0.221","0.161"," 0.290","    9,000","    4,000","   14,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Hawke's Bay Region","All","All","All","All","All","All","All","All","All",FALSE,"0.291","0.235"," 0.352","   45,000","   23,000","   67,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Manawatū-Wanganui Region","All","All","All","All","All","All","All","All","All",FALSE,"0.241","0.207"," 0.278","   45,000","   30,000","   59,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Marlborough Region","All","All","All","All","All","All","All","All","All",FALSE,"0.263","0.212"," 0.319","   13,000","    6,000","   20,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Nelson Region","All","All","All","All","All","All","All","All","All",FALSE,"0.212","0.176"," 0.252","   10,000","    5,000","   15,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Northland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.200","0.174"," 0.228","   27,000","   17,000","   37,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Otago Region","All","All","All","All","All","All","All","All","All",FALSE,"0.335","0.297"," 0.374","   68,000","   46,000","   90,000",NA,NA,NA,"None"
"Private health insurance","private_insurance","2015/16","2017/18","All","All","All","Southland Region","All","All","All","All","All","All","All","All","All",FALSE,"0.370","0.315"," 0.427","   32,000","   17,000","   48,000",NA,NA,NA,"None"
