"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.060","0.046","0.077",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.063","0.051","0.077",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","0-4","All","All","All","All","All",TRUE,"0.032","0.018","0.052",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","5-9","All","All","All","All","All",TRUE,"0.076","0.061","0.093",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","10-14","All","All","All","All","All",TRUE,"0.077","0.063","0.093",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","Māori","All","All","All","All",TRUE,"0.088","0.067","0.112",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","Pacific","All","All","All",TRUE,"0.050","0.032","0.075",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","Asian","All","All",TRUE,"0.034","0.020","0.055",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","European/Other","All",TRUE,"0.070","0.057","0.084",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 1",TRUE,"0.055","0.028","0.096",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 2",TRUE,"0.063","0.043","0.089",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 3",TRUE,"0.058","0.040","0.081",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 4",TRUE,"0.066","0.046","0.090",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","All","All","All","All","All","All","All","All","All","NZDep 5",TRUE,"0.066","0.050","0.084",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.055","0.039","0.076",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.054","0.035","0.080",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.053","0.035","0.078",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.057","0.038","0.083",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.063","0.040","0.095",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.058","0.037","0.087",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.068","0.027","0.140",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.085","0.054","0.128",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Area with IMPB yet to be established","All","All","All","Male","All","All","All","All","All","All",TRUE,".S",".S",".S",NA,NA,NA,NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Area with IMPB yet to be established","All","All","All","Female","All","All","All","All","All","All",TRUE,".S",".S",".S",NA,NA,NA,NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.075","0.043","0.119",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.051","0.017","0.112",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tairāwhiti Toitū Te Ora","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.037","0.004","0.134",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tairāwhiti Toitū Te Ora","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.156","0.033","0.392",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.057","0.021","0.122",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.060","0.012","0.170",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Karu o te Ika Poari Hauora","All","All","All","Male","All","All","All","All","All","All",TRUE,".S",".S",".S",NA,NA,NA,NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Karu o te Ika Poari Hauora","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.088","0.011","0.280",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Moana a Toi","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.055","0.023","0.108",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Moana a Toi","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.089","0.047","0.151",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Mātuku","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.041","0.008","0.120",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Mātuku","All","All","All","Female","All","All","All","All","All","All",TRUE,".S",".S",".S",NA,NA,NA,NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.115","0.048","0.220",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.098","0.048","0.173",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Punanga Ora","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.085","0.041","0.154",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Punanga Ora","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.089","0.021","0.229",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.046","0.028","0.071",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.056","0.034","0.086",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Taura Ora o Waiariki","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.070","0.030","0.133",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Taura Ora o Waiariki","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.037","0.007","0.105",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Tauraki","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.070","0.024","0.153",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Tauraki","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.089","0.054","0.135",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Tiratū","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.036","0.009","0.091",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Te Tiratū","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.025","0.009","0.055",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tihei Tākitimu","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.059","0.015","0.152",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tihei Tākitimu","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.051","0.012","0.136",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tūwharetoa","All","All","All","Male","All","All","All","All","All","All",TRUE,".S",".S",".S",NA,NA,NA,NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Tūwharetoa","All","All","All","Female","All","All","All","All","All","All",TRUE,".S",".S",".S",NA,NA,NA,NA,NA,NA,"Suppress"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Ātiawa Toa","All","All","All","Male","All","All","All","All","All","All",TRUE,"0.061","0.030","0.108",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","Ātiawa Toa","All","All","All","Female","All","All","All","All","All","All",TRUE,"0.044","0.016","0.092",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Northland","All","All","Male","All","All","All","All","All","All",TRUE,"0.063","0.020","0.145",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Northland","All","All","Female","All","All","All","All","All","All",TRUE,"0.062","0.016","0.155",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Waitematā","All","All","Male","All","All","All","All","All","All",TRUE,"0.053","0.026","0.095",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Waitematā","All","All","Female","All","All","All","All","All","All",TRUE,"0.039","0.018","0.072",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Auckland","All","All","Male","All","All","All","All","All","All",TRUE,"0.014","0.003","0.037",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Auckland","All","All","Female","All","All","All","All","All","All",TRUE,"0.084","0.030","0.178",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Counties Manukau","All","All","Male","All","All","All","All","All","All",TRUE,"0.078","0.045","0.123",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Counties Manukau","All","All","Female","All","All","All","All","All","All",TRUE,"0.053","0.018","0.117",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Waikato","All","All","Male","All","All","All","All","All","All",TRUE,"0.036","0.009","0.091",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Waikato","All","All","Female","All","All","All","All","All","All",TRUE,"0.025","0.009","0.055",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Lakes","All","All","Male","All","All","All","All","All","All",TRUE,"0.089","0.048","0.149",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Lakes","All","All","Female","All","All","All","All","All","All",TRUE,"0.029","0.006","0.081",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Bay of Plenty","All","All","Male","All","All","All","All","All","All",TRUE,"0.054","0.023","0.107",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Bay of Plenty","All","All","Female","All","All","All","All","All","All",TRUE,"0.088","0.046","0.149",NA,NA,NA,NA,NA,NA,"None"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Tairāwhiti","All","All","Male","All","All","All","All","All","All",TRUE,"0.037","0.004","0.134",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Mental health care","child_unmet_need_mh_care","2021/22","2023/24","All","All","Tairāwhiti","All","All","Female","All","All","All","All","All","All",TRUE,"0.156","0.033","0.392",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
