"topic","indicator","year_from","year_to","health_region","impb","dhb","reg","gch","gender","agegroup","māori","pacific","asian","other_euro","nzdep_quin","age_standardised","proportion","proportion_low","proportion_high","total","total_low","total_high","mean","mean_low","mean_high","quality_flag"
"Emergency department use","kidedvisit","2011/12","2013/14","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.163","0.142","0.185",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.142","0.122","0.163",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.118","0.106","0.130",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.176","0.158","0.195",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.164","0.144","0.185",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.144","0.125","0.164",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.122","0.111","0.133",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.182","0.166","0.199",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.162","0.144","0.182",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.152","0.136","0.170",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.128","0.116","0.141",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.180","0.164","0.196",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.159","0.143","0.177",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.157","0.139","0.177",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.125","0.114","0.138",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.168","0.149","0.187",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.157","0.141","0.174",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.154","0.133","0.177",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2016/17","2018/19","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.129","0.116","0.144",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2016/17","2018/19","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.166","0.149","0.185",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2016/17","2018/19","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.156","0.140","0.173",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2016/17","2018/19","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.149","0.129","0.170",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2017/18","2019/20","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.146","0.131","0.162",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2017/18","2019/20","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.174","0.154","0.194",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2017/18","2019/20","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.159","0.139","0.180",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2017/18","2019/20","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.138","0.120","0.157",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2018/19","2020/21","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.147","0.131","0.163",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2018/19","2020/21","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.161","0.143","0.179",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2018/19","2020/21","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.146","0.127","0.165",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2018/19","2020/21","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.137","0.116","0.161",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2019/20","2021/22","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.153","0.135","0.172",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2019/20","2021/22","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.160","0.139","0.183",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2019/20","2021/22","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.165","0.140","0.193",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2019/20","2021/22","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.129","0.103","0.158",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2020/21","2022/23","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.149","0.129","0.171",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2020/21","2022/23","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.163","0.141","0.186",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2020/21","2022/23","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.178","0.152","0.206",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2020/21","2022/23","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.161","0.131","0.195",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2021/22","2023/24","Northern | Te Tai Tokerau","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.177","0.155","0.201",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2021/22","2023/24","Midland | Te Manawa Taki","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.183","0.158","0.209",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2021/22","2023/24","Central | Te Ikaroa","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.204","0.179","0.230",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2021/22","2023/24","South Island | Te Waipounamu","All","All","All","All","All","All","All","All","All","All","All",TRUE,"0.205","0.171","0.241",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",TRUE,"0.264","0.154","0.401",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",TRUE,"0.103","0.087","0.122",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.141","0.088","0.209",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.180","0.137","0.230",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.168","0.085","0.285",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",TRUE,"0.169","0.141","0.201",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",TRUE,"0.160","0.086","0.262",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",TRUE,"0.134","0.095","0.182",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.169","0.127","0.218",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",TRUE,"0.117","0.101","0.135",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.172","0.128","0.224",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.136","0.115","0.160",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",TRUE,"0.146","0.125","0.170",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.201","0.157","0.251",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.122","0.075","0.184",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2011/12","2013/14","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.159","0.133","0.187",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",TRUE,"0.309","0.195","0.443",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",TRUE,"0.112","0.092","0.134",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.170","0.111","0.244",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.198","0.141","0.267",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.203","0.111","0.325",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",TRUE,"0.179","0.146","0.216",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",TRUE,"0.114","0.069","0.174",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",TRUE,"0.129","0.085","0.184",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.197","0.158","0.242",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",TRUE,"0.121","0.105","0.137",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.175","0.128","0.231",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.136","0.117","0.157",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",TRUE,"0.158","0.128","0.193",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.200","0.162","0.243",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.165","0.105","0.242",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2012/13","2014/15","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.169","0.142","0.199",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",TRUE,"0.261","0.071","0.554",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",TRUE,"0.118","0.102","0.135",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.221","0.166","0.283",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.205","0.156","0.260",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.251","0.173","0.343",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",TRUE,"0.192","0.165","0.221",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",TRUE,"0.148","0.110","0.193",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",TRUE,"0.130","0.091","0.178",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.201","0.165","0.240",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",TRUE,"0.124","0.109","0.141",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.196","0.140","0.263",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.144","0.126","0.163",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",TRUE,"0.153","0.124","0.185",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.166","0.126","0.211",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.210","0.120","0.327",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2013/14","2015/16","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.168","0.142","0.197",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",TRUE,"0.334","0.206","0.482",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",TRUE,"0.121","0.103","0.140",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.218","0.174","0.267",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.203","0.164","0.246",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.247","0.176","0.329",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",TRUE,"0.195","0.168","0.224",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",TRUE,"0.185","0.145","0.230",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",TRUE,"0.132","0.100","0.169",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.157","0.124","0.196",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",TRUE,"0.134","0.116","0.153",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.213","0.154","0.283",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.149","0.129","0.171",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",TRUE,"0.153","0.128","0.181",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.136","0.102","0.177",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.247","0.153","0.362",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2014/15","2016/17","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.166","0.140","0.194",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",TRUE,"0.297","0.106","0.561",NA,NA,NA,NA,NA,NA,"Low Quality Flag"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",TRUE,"0.110","0.092","0.130",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Tairāwhiti Toitū Te Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.207","0.165","0.253",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Te Kāhui Hauora o Te Tau Ihu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.205","0.167","0.248",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Te Karu o te Ika Poari Hauora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.221","0.161","0.292",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Te Moana a Toi","All","All","All","All","All","All","All","All","All","All",TRUE,"0.180","0.151","0.213",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Te Mātuku","All","All","All","All","All","All","All","All","All","All",TRUE,"0.175","0.141","0.213",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Te Pae Oranga o Ruahine o Tararua","All","All","All","All","All","All","All","All","All","All",TRUE,"0.126","0.092","0.168",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Te Punanga Ora","All","All","All","All","All","All","All","All","All","All",TRUE,"0.143","0.105","0.189",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Te Taumata Hauora o Te Kahu o Taonui","All","All","All","All","All","All","All","All","All","All",TRUE,"0.136","0.120","0.154",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Te Taura Ora o Waiariki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.233","0.162","0.318",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Te Tauraki","All","All","All","All","All","All","All","All","All","All",TRUE,"0.144","0.122","0.169",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Te Tiratū","All","All","All","All","All","All","All","All","All","All",TRUE,"0.142","0.113","0.175",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Tihei Tākitimu","All","All","All","All","All","All","All","All","All","All",TRUE,"0.166","0.124","0.216",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Tūwharetoa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.266","0.156","0.402",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2015/16","2017/18","All","Ātiawa Toa","All","All","All","All","All","All","All","All","All","All",TRUE,"0.155","0.132","0.180",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2016/17","2018/19","All","Area with IMPB yet to be established","All","All","All","All","All","All","All","All","All","All",TRUE,"0.323","0.150","0.541",NA,NA,NA,NA,NA,NA,"None"
"Emergency department use","kidedvisit","2016/17","2018/19","All","Ngaa Pou Hauora oo Taamaki Makaurau","All","All","All","All","All","All","All","All","All","All",TRUE,"0.116","0.095","0.140",NA,NA,NA,NA,NA,NA,"None"
